episode,steps,reward100,reward50,reward10,mean_s_q,mean_t_q,mean_td_error,mean_h_error,action_count0,action_count1,action_count2,action_count3,action_count4,action_count5,action_count6,mean_wg,median_wg,max_wg,min_wg
600,108418,-18.5,-18.3,-24.3,-0.945141796908,-0.681808,-0.751284538524,-0.74796398804,45,20,17,25,21,21,32,1.6007e-05,1.02635e-06,0.000258113,1.83618e-09
700,126518,-18.7,-20.2,-23.5,-1.38624157695,-2.42912,-0.752408300326,-0.726577700388,35,27,28,21,18,27,25,1.17398e-05,2.14483e-06,0.000203617,1.13161e-08
800,144618,-21.6,-20.9,-21.0,-1.53836322621,-3.06234,-0.753450357293,-0.717626420194,45,27,29,19,17,23,21,1.66257e-05,3.54752e-06,0.000216195,2.01831e-08
900,162718,-21.5,-21.3,-18.1,-1.45626611209,-2.74815,-0.749919841771,-0.726170380965,39,14,15,22,42,23,26,1.13942e-05,2.6565e-06,0.000228104,1.33206e-08
1000,180818,-19.1,-18.7,-15.1,-1.41889116184,-2.58317,-0.749689586389,-0.725764353034,50,27,23,22,25,17,17,1.04957e-05,2.44053e-06,0.00015753,1.33306e-08
1100,198897,-21.4,-20.9,-26.0,-1.39033932778,-2.46579,-0.75032926356,-0.73167919807,31,28,23,22,23,27,27,8.79284e-06,2.02523e-06,0.000150576,1.27743e-08
1200,216997,-18.8,-18.2,-15.6,-1.28289132355,-2.04407,-0.750446175621,-0.732086284734,40,25,18,18,27,34,19,7.6835e-06,1.78265e-06,0.000111344,1.03223e-08
1300,235097,-21.2,-19.2,-19.8,-1.33841049935,-2.26489,-0.750539231984,-0.732753490422,42,15,30,31,16,23,24,6.97076e-06,1.48483e-06,0.000122911,6.18379e-09
1400,253197,-18.5,-17.5,-18.5,-1.33948432082,-2.24732,-0.755695318834,-0.733902689265,50,20,28,24,20,19,20,7.19392e-06,1.70738e-06,0.000104569,6.32338e-09
1500,271297,-19.6,-18.8,-17.7,-1.39538942319,-2.49611,-0.750314639567,-0.730654456997,32,21,28,21,33,24,22,6.49567e-06,1.76164e-06,6.3792e-05,7.20346e-09
1600,289397,-19.9,-19.4,-18.5,-1.42059656401,-2.58652,-0.753175168725,-0.733792863447,41,27,21,24,17,25,26,6.41145e-06,1.5001e-06,6.86401e-05,6.53653e-09
1700,307497,-18.6,-18.3,-15.3,-1.46986486503,-2.79831,-0.753230556825,-0.729882848753,40,16,23,22,17,16,47,8.55154e-06,1.69115e-06,0.000103035,6.37154e-09
1800,325597,-21.5,-19.7,-19.5,-1.50263202915,-2.90177,-0.758631765323,-0.725309049783,44,22,24,15,34,23,19,8.28607e-06,1.64187e-06,9.97924e-05,6.51118e-09
1900,343697,-23.6,-23.8,-18.6,-1.66227168009,-3.5409,-0.756881139606,-0.721816567941,35,25,28,21,20,24,28,7.25745e-06,1.75079e-06,7.22226e-05,8.27033e-09
2000,361797,-21.2,-18.5,-19.0,-1.58966374661,-3.28273,-0.749911174698,-0.726323076478,35,21,11,15,49,27,23,8.80827e-06,1.75799e-06,0.000114556,6.69527e-09
2100,379876,-21.1,-17.9,-11.5,-1.55670727287,-3.09951,-0.745796056588,-0.717733157006,60,19,20,17,24,23,18,9.41471e-06,2.06524e-06,0.000121791,7.4465e-09
2200,397976,-21.5,-19.8,-23.7,-1.68176609245,-3.58135,-0.748443978942,-0.713744860204,43,20,37,21,19,15,26,9.49712e-06,1.86281e-06,0.000116203,4.41935e-09
2300,416076,-22.1,-20.6,-14.6,-1.6692326846,-3.5178,-0.754040595803,-0.714631043498,83,17,15,15,14,18,19,5.45336e-06,1.49891e-06,6.47289e-05,4.14047e-09
2400,434176,-21.2,-22.1,-24.1,-1.79264966296,-4.00322,-0.749689246461,-0.71730325618,49,22,42,15,13,15,25,6.48061e-06,1.31397e-06,8.30732e-05,5.904e-09
2500,452276,-19.1,-18.8,-13.2,-1.68343147784,-3.59048,-0.748577524357,-0.71960614317,36,27,19,14,23,36,26,4.68116e-06,1.29883e-06,4.5465e-05,3.58743e-09
2600,470376,-19.3,-18.9,-22.9,-1.79249388737,-4.02793,-0.749025477693,-0.720944684349,56,13,21,20,13,30,28,4.89671e-06,1.36499e-06,4.60175e-05,4.05077e-09
2700,488476,-20.6,-20.8,-12.0,-1.70747521174,-3.68427,-0.750094286037,-0.72002034445,61,20,11,23,13,23,30,5.35357e-06,1.28086e-06,5.60432e-05,3.41869e-09
2800,506576,-17.9,-19.4,-25.8,-1.64063370557,-3.428,-0.746668619371,-0.721778138155,65,13,15,16,20,28,24,3.46711e-06,9.6361e-07,4.02875e-05,2.12687e-09
2900,524676,-21.4,-21.1,-20.8,-1.63093661867,-3.38844,-0.751887598111,-0.708317831879,54,21,33,14,17,10,32,6.13415e-06,1.2668e-06,8.41391e-05,3.90304e-09
3000,542776,-24.9,-28.2,-25.3,-1.84223239988,-4.20517,-0.747182136556,-0.711420015777,39,16,23,33,33,24,13,4.91354e-06,1.19575e-06,5.38205e-05,2.8126e-09
3100,560855,-20.6,-22.1,-17.3,-1.95288218714,-4.75185,-0.752618076661,-0.715682714066,57,16,24,18,11,34,21,4.91461e-06,1.14722e-06,7.43535e-05,2.9674e-09
3200,578955,-18.5,-18.6,-26.3,-2.0475444438,-5.09485,-0.760344166175,-0.704962706945,56,22,19,15,18,32,19,5.86534e-06,1.42862e-06,7.16278e-05,4.0771e-09
3300,597055,-19.9,-20.9,-16.8,-2.05764302891,-5.15224,-0.756053682767,-0.709940947037,94,9,22,21,9,14,12,4.63735e-06,9.84084e-07,5.04615e-05,2.25786e-09
3400,615155,-18.5,-18.9,-18.9,-2.18956833255,-5.66574,-0.762536697615,-0.707887027351,72,14,15,39,13,12,16,4.5692e-06,1.18486e-06,4.61682e-05,1.78878e-09
3500,633255,-22.3,-26.6,-20.7,-2.03560586529,-5.07015,-0.753730536722,-0.714546086997,37,15,18,14,42,13,42,4.22519e-06,8.92387e-07,5.71282e-05,2.53634e-09
3600,651355,-20.3,-20.9,-22.4,-1.9635995251,-4.78397,-0.75569984074,-0.710419881327,38,12,27,16,61,15,12,5.36388e-06,1.17375e-06,9.1351e-05,1.9499e-09
3700,669455,-20.3,-19.0,-16.4,-1.97085705383,-4.8216,-0.7562118539,-0.718328677653,85,14,19,10,15,17,21,4.24804e-06,1.11164e-06,4.53022e-05,1.54291e-09
3800,687555,-16.7,-15.9,-17.1,-1.91396539514,-4.60758,-0.751873246368,-0.721125137617,94,9,19,18,10,20,11,5.00518e-06,8.90765e-07,8.08059e-05,1.78425e-09
3900,705655,-16.4,-18.0,-17.7,-1.82171351738,-4.21944,-0.75646398198,-0.714327183218,62,24,7,17,15,19,37,4.11084e-06,9.15558e-07,5.98769e-05,1.99923e-09
4000,723755,-25.5,-26.0,-20.9,-1.88447827134,-4.46362,-0.754376588842,-0.717180039857,31,30,9,12,12,10,77,5.44405e-06,1.11735e-06,8.59981e-05,2.1881e-09
4100,741855,-24.4,-26.9,-25.5,-2.00030026383,-4.92596,-0.754326115378,-0.711452518379,87,20,7,6,29,16,16,4.79064e-06,1.12113e-06,5.07285e-05,2.17034e-09
4200,759955,-20.4,-19.8,-15.3,-2.05062270823,-5.1251,-0.75942931846,-0.707906986798,105,7,15,13,16,9,16,6.9429e-06,1.32841e-06,9.60757e-05,2.39767e-09
4300,778034,-18.5,-17.2,-18.2,-2.09500731948,-5.3543,-0.750224916892,-0.713883228044,95,16,13,12,16,11,18,4.59564e-06,1.02097e-06,8.11902e-05,2.59728e-09
4400,796134,-17.2,-16.0,-12.3,-2.18628968982,-5.66071,-0.760569272326,-0.707289193772,34,15,11,86,9,15,11,4.4653e-06,1.00396e-06,6.68506e-05,1.96611e-09
4500,814234,-23.0,-24.1,-42.9,-2.29470498259,-6.0864,-0.758881406025,-0.704637835533,28,21,11,44,67,6,4,4.60583e-06,1.14531e-06,6.8477e-05,1.79045e-09
4600,832334,-20.6,-15.7,-11.8,-2.27934362612,-6.02679,-0.763701939297,-0.702170026607,80,7,10,11,8,10,55,5.55002e-06,1.08807e-06,9.18332e-05,2.0512e-09
4700,850434,-17.4,-16.5,-8.8,-2.20256031679,-5.78211,-0.754557191811,-0.699801959879,126,15,9,7,6,9,9,5.23372e-06,1.18606e-06,6.82681e-05,2.77357e-09
4800,868534,-16.3,-17.7,-10.4,-2.21126420854,-5.83691,-0.750609092826,-0.701868129452,101,10,9,16,1,37,7,4.06376e-06,1.17722e-06,3.87458e-05,1.99232e-09
4900,886634,-13.4,-13.5,-10.9,-2.08419844064,-5.30982,-0.752676464195,-0.70599566186,118,9,8,7,13,16,10,4.14883e-06,1.04004e-06,4.66491e-05,4.22013e-10
5000,904734,-13.4,-13.5,-14.2,-2.04265365153,-5.14021,-0.751294555472,-0.706037587224,119,13,10,8,8,12,11,3.56714e-06,7.48268e-07,4.26157e-05,4.67899e-10
5100,922834,-14.9,-13.4,-19.1,-1.93599855702,-4.7169,-0.750279194269,-0.71526208804,30,7,8,6,55,8,67,2.66519e-06,6.86302e-07,3.70499e-05,7.52395e-10
5200,940934,-18.8,-17.3,-10.0,-1.79877991176,-4.1403,-0.752326280208,-0.714710066867,67,8,11,8,11,62,14,3.07947e-06,7.51057e-07,5.33495e-05,3.57956e-10
5300,959034,-26.5,-36.6,-11.6,-1.89365090981,-4.51187,-0.755161175226,-0.711008251578,137,7,8,6,5,10,8,3.01219e-06,6.95197e-07,5.59527e-05,6.76948e-10
5400,977134,-23.6,-29.6,-10.9,-1.93536838247,-4.67208,-0.756392548344,-0.703530913106,116,9,8,9,13,14,12,2.53932e-06,7.1361e-07,2.50982e-05,1.54332e-10
5500,995234,-13.4,-10.2,-9.7,-1.97291215217,-4.83113,-0.75365950197,-0.707561397832,117,6,15,11,8,19,5,3.06508e-06,8.3815e-07,2.67221e-05,1.12992e-09
5600,1013313,-12.2,-12.5,-15.7,-2.05076031263,-5.17631,-0.751273360536,-0.707654166884,146,7,3,3,9,9,4,3.23241e-06,1.02091e-06,3.30573e-05,2.05474e-10
5700,1031413,-13.2,-13.0,-19.3,-1.98899891363,-4.86181,-0.760120207557,-0.706785271057,130,3,14,5,10,9,10,3.6907e-06,1.0055e-06,5.79976e-05,1.06892e-09
5800,1049513,-17.4,-21.0,-50.2,-2.10964564856,-5.34316,-0.754822468354,-0.707848614216,20,8,123,7,9,3,11,4.57715e-06,9.36336e-07,6.45675e-05,6.65495e-10
5900,1067613,-14.4,-11.7,-15.5,-1.99033945832,-4.9289,-0.75018772169,-0.711036957862,146,6,6,4,6,3,10,4.47137e-06,8.7954e-07,0.000136094,8.30306e-10
6000,1085713,-16.0,-17.5,-15.8,-1.91118654625,-4.61931,-0.747625457195,-0.715781541984,138,8,9,10,2,5,9,2.93221e-06,7.55903e-07,3.87683e-05,0.0
6100,1103813,-18.1,-14.6,-13.4,-2.11129822125,-5.41963,-0.752559201488,-0.714213375105,140,4,7,8,7,9,6,3.23674e-06,9.23288e-07,3.9487e-05,1.07411e-10
6200,1121913,-14.7,-17.3,-28.5,-2.11834168171,-5.42004,-0.75739407986,-0.708759366149,146,6,4,10,7,3,5,2.99956e-06,9.06611e-07,3.25154e-05,0.0
6300,1140013,-13.3,-12.9,-12.7,-2.0633989724,-5.20491,-0.753249100734,-0.710821471182,136,7,5,6,15,9,3,2.43231e-06,6.43107e-07,4.28775e-05,0.0
6400,1158113,-17.2,-13.9,-10.7,-2.07799486561,-5.29878,-0.752470355213,-0.716518228246,147,5,5,4,9,5,6,2.08214e-06,4.74606e-07,3.12813e-05,3.46017e-10
6500,1176213,-11.7,-10.5,-11.2,-2.00959385034,-5.01937,-0.752926661515,-0.720722668984,149,2,5,7,5,7,6,1.8951e-06,4.44197e-07,4.31034e-05,1.99056e-11
6600,1194313,-10.9,-12.5,-13.9,-1.89986789424,-4.5685,-0.753038891504,-0.719932732291,145,5,7,4,7,6,7,2.17798e-06,5.07238e-07,4.17155e-05,0.0
6700,1212413,-12.4,-13.6,-20.2,-1.88458889361,-4.51364,-0.753676182832,-0.72155886942,36,5,4,3,3,125,5,1.9908e-06,4.40495e-07,3.51802e-05,4.23742e-11
6800,1230513,-17.0,-18.2,-15.8,-1.98328133051,-4.88919,-0.755476177068,-0.716634219317,156,3,7,2,3,7,3,2.04881e-06,5.05981e-07,3.16731e-05,1.48085e-10
6900,1248592,-16.6,-24.1,-10.5,-1.89197865639,-4.47367,-0.745632781992,-0.715992728341,147,3,9,4,6,4,8,1.88222e-06,4.33554e-07,4.68457e-05,0.0
7000,1266692,-12.8,-13.0,-12.0,-2.09947360286,-5.25649,-0.753487653876,-0.708417101048,165,2,2,2,2,6,2,1.9884e-06,5.96477e-07,2.26397e-05,0.0
7100,1284792,-13.5,-13.6,-11.9,-2.20027019701,-5.66578,-0.748198582106,-0.705689524007,155,2,3,3,3,3,12,1.8967e-06,5.6754e-07,1.97615e-05,2.9094e-10
7200,1302892,-11.1,-11.2,-10.2,-2.30964021261,-6.10954,-0.753733484949,-0.704017376126,156,4,2,5,8,6,1.74593e-06,5.15765e-07,2.12305e-05,0.0
7300,1320992,-16.4,-21.3,-12.0,-2.16810237505,-5.51777,-0.744821109547,-0.703295367158,168,2,2,4,4,1,2.23018e-06,5.51221e-07,3.59598e-05,0.0
7400,1339092,-11.7,-9.9,-6.6,-2.23167726612,-5.84271,-0.746679891868,-0.708024944884,164,4,2,3,1,3,4,1.71128e-06,4.83725e-07,2.42602e-05,0.0
7500,1357192,-15.6,-16.4,-15.4,-2.08975520055,-5.2345,-0.749880443075,-0.707461256102,162,4,1,2,6,4,2,1.42717e-06,4.46928e-07,1.55272e-05,0.0
7600,1375292,-10.7,-9.7,-8.5,-1.95245641108,-4.68255,-0.754651673004,-0.708265638319,170,4,2,4,1,1.45221e-06,4.21994e-07,1.87626e-05,0.0
7700,1393392,-15.7,-13.2,-11.1,-1.99561334315,-4.87392,-0.743044570665,-0.70798794458,168,3,3,3,1,3,1.51551e-06,4.8894e-07,1.74599e-05,0.0
7800,1411492,-9.6,-9.5,-10.8,-1.91090659542,-4.52402,-0.752774396479,-0.711518169684,173,2,4,1,1,1.72509e-06,5.39013e-07,1.67443e-05,0.0
7900,1429571,-12.0,-9.9,-10.4,-1.84187878693,-4.34303,-0.753865728649,-0.720846217517,174,1,3,3,1.43439e-06,4.72492e-07,1.5145e-05,0.0
8000,1447671,-13.7,-17.7,-14.6,-1.82985618892,-4.28208,-0.754032091675,-0.721543101398,174,1,2,2,2,1.41378e-06,3.95178e-07,2.81563e-05,1.23563e-09
8100,1465771,-12.5,-13.2,-18.6,-1.704259908,-3.79097,-0.749614126085,-0.726934461468,12,2,167,1.84679e-06,4.49025e-07,2.45265e-05,1.31442e-09
8200,1483871,-16.3,-13.2,-11.0,-1.73669812692,-3.92826,-0.748552550732,-0.722342290025,178,1,1,1,1.67594e-06,5.24199e-07,2.37443e-05,1.62181e-09
8300,1501971,-12.9,-14.6,-7.9,-1.89523871828,-4.5336,-0.756393252589,-0.726811231047,180,1,1.61482e-06,4.69547e-07,1.85767e-05,1.19634e-09
8400,1520050,-13.3,-14.1,-17.6,-1.85075981314,-4.35372,-0.754666013993,-0.725199515751,181,1.05662e-06,3.49801e-07,1.11369e-05,7.53034e-10
8500,1538150,-10.2,-12.0,-11.0,-1.78386089156,-4.08574,-0.757626733871,-0.722584777753,181,8.25012e-07,2.73438e-07,9.34684e-06,2.4665e-10
8600,1556250,-9.1,-9.0,-7.2,-1.76259504761,-3.98756,-0.757723831479,-0.729258036282,178,1,1,1,8.36331e-07,2.87007e-07,7.30181e-06,1.38701e-10
8700,1574350,-12.1,-12.1,-14.0,-1.76544972019,-4.04561,-0.753626540067,-0.73026899944,181,8.18499e-07,2.72325e-07,6.35026e-06,7.58449e-10
